territory,dateStr,cases,deaths,weekPositives,weekTests
Ireland,2020-01-21,0,0,0,0
United Kingdom,2020-01-21,0,0,0,0
France,2020-01-21,0,0,0,0
Spain,2020-01-21,0,0,0,0
Portugal,2020-01-21,0,0,0,0
Germany,2020-01-21,0,0,0,0
Denmark,2020-01-21,0,0,0,0
Netherlands,2020-01-21,0,0,0,0
Belgium,2020-01-21,0,0,0,0
Italy,2020-01-21,0,0,0,0
Austria,2020-01-21,0,0,0,0
Switzerland,2020-01-21,0,0,0,0
Sweden,2020-01-21,0,0,0,11
Norway,2020-01-21,0,0,0,0
Finland,2020-01-21,0,0,0,21
Iceland,2020-01-21,0,0,0,0
Luxembourg,2020-01-21,0,0,0,0
Poland,2020-01-21,0,0,0,0
Ukraine,2020-01-21,0,0,0,0
Belarus,2020-01-21,0,0,0,0
Slovenia,2020-01-21,0,0,0,0
Bosnia and Herzegovina,2020-01-21,0,0,0,0
Serbia,2020-01-21,0,0,0,0
Hungary,2020-01-21,0,0,0,0
Albania,2020-01-21,0,0,0,0
Romania,2020-01-21,0,0,0,0
Bulgaria,2020-01-21,0,0,0,0
Greece,2020-01-21,0,0,0,0
Slovakia,2020-01-21,0,0,0,0
Czech Republic,2020-01-21,0,0,0,0
Macedonia,2020-01-21,0,0,0,0
Montenegro,2020-01-21,0,0,0,0
Latvia,2020-01-21,0,0,0,0
Lithuania,2020-01-21,0,0,0,0
Estonia,2020-01-21,0,0,0,0
Cyprus,2020-01-21,0,0,0,0
Moldova,2020-01-21,0,0,0,0
Croatia,2020-01-21,0,0,0,0
West Europe,2020-01-21,0,0,0,32
East Europe,2020-01-21,0,0,0,0
Baltic states,2020-01-21,0,0,0,0
Scandinavia,2020-01-21,0,0,0,32
EU,2020-01-21,0,0,0,32
West EU,2020-01-21,0,0,0,32
East EU,2020-01-21,0,0,0,0
Europe,2020-01-21,0,0,0,32
Balkans,2020-01-21,0,0,0,0
Mediterranean EU,2020-01-21,0,0,0,0
Non-Med EU,2020-01-21,0,0,0,32
Ireland,2020-01-22,0,0,0,0
United Kingdom,2020-01-22,0,0,0,0
France,2020-01-22,0,0,0,0
Spain,2020-01-22,0,0,0,0
Portugal,2020-01-22,0,0,0,0
Germany,2020-01-22,0,0,0,0
Denmark,2020-01-22,0,0,0,0
Netherlands,2020-01-22,0,0,0,0
Belgium,2020-01-22,0,0,0,0
Italy,2020-01-22,0,0,0,0
Austria,2020-01-22,0,0,0,0
Switzerland,2020-01-22,0,0,0,0
Sweden,2020-01-22,0,0,0,11
Norway,2020-01-22,0,0,0,0
Finland,2020-01-22,0,0,0,21
Iceland,2020-01-22,0,0,0,0
Luxembourg,2020-01-22,0,0,0,0
Poland,2020-01-22,0,0,0,0
Ukraine,2020-01-22,0,0,0,0
Belarus,2020-01-22,0,0,0,0
Slovenia,2020-01-22,0,0,0,0
Bosnia and Herzegovina,2020-01-22,0,0,0,0
Serbia,2020-01-22,0,0,0,0
Hungary,2020-01-22,0,0,0,0
Albania,2020-01-22,0,0,0,0
Romania,2020-01-22,0,0,0,0
Bulgaria,2020-01-22,0,0,0,0
Greece,2020-01-22,0,0,0,0
Slovakia,2020-01-22,0,0,0,0
Czech Republic,2020-01-22,0,0,0,0
Macedonia,2020-01-22,0,0,0,0
Montenegro,2020-01-22,0,0,0,0
Latvia,2020-01-22,0,0,0,0
Lithuania,2020-01-22,0,0,0,0
Estonia,2020-01-22,0,0,0,0
Cyprus,2020-01-22,0,0,0,0
Moldova,2020-01-22,0,0,0,0
Croatia,2020-01-22,0,0,0,0
West Europe,2020-01-22,0,0,0,32
East Europe,2020-01-22,0,0,0,0
Baltic states,2020-01-22,0,0,0,0
Scandinavia,2020-01-22,0,0,0,32
EU,2020-01-22,0,0,0,32
West EU,2020-01-22,0,0,0,32
East EU,2020-01-22,0,0,0,0
Europe,2020-01-22,0,0,0,32
Balkans,2020-01-22,0,0,0,0
Mediterranean EU,2020-01-22,0,0,0,0
Non-Med EU,2020-01-22,0,0,0,32
Ireland,2020-01-23,0,0,0,0
United Kingdom,2020-01-23,0,0,0,0
France,2020-01-23,0,0,0,0
Spain,2020-01-23,0,0,0,0
Portugal,2020-01-23,0,0,0,0
Germany,2020-01-23,0,0,0,0
Denmark,2020-01-23,0,0,0,0
Netherlands,2020-01-23,0,0,0,0
Belgium,2020-01-23,0,0,0,0
Italy,2020-01-23,0,0,0,0
Austria,2020-01-23,0,0,0,0
Switzerland,2020-01-23,0,0,0,0
Sweden,2020-01-23,0,0,0,11
Norway,2020-01-23,0,0,0,0
Finland,2020-01-23,0,0,0,21
Iceland,2020-01-23,0,0,0,0
Luxembourg,2020-01-23,0,0,0,0
Poland,2020-01-23,0,0,0,0
Ukraine,2020-01-23,0,0,0,0
Belarus,2020-01-23,0,0,0,0
Slovenia,2020-01-23,0,0,0,0
Bosnia and Herzegovina,2020-01-23,0,0,0,0
Serbia,2020-01-23,0,0,0,0
Hungary,2020-01-23,0,0,0,0
Albania,2020-01-23,0,0,0,0
Romania,2020-01-23,0,0,0,0
Bulgaria,2020-01-23,0,0,0,0
Greece,2020-01-23,0,0,0,0
Slovakia,2020-01-23,0,0,0,0
Czech Republic,2020-01-23,0,0,0,0
Macedonia,2020-01-23,0,0,0,0
Montenegro,2020-01-23,0,0,0,0
Latvia,2020-01-23,0,0,0,0
Lithuania,2020-01-23,0,0,0,0
Estonia,2020-01-23,0,0,0,0
Cyprus,2020-01-23,0,0,0,0
Moldova,2020-01-23,0,0,0,0
Croatia,2020-01-23,0,0,0,0
West Europe,2020-01-23,0,0,0,32
East Europe,2020-01-23,0,0,0,0
Baltic states,2020-01-23,0,0,0,0
Scandinavia,2020-01-23,0,0,0,32
EU,2020-01-23,0,0,0,32
West EU,2020-01-23,0,0,0,32
East EU,2020-01-23,0,0,0,0
Europe,2020-01-23,0,0,0,32
Balkans,2020-01-23,0,0,0,0
Mediterranean EU,2020-01-23,0,0,0,0
Non-Med EU,2020-01-23,0,0,0,32
Ireland,2020-01-24,0,0,0,0
United Kingdom,2020-01-24,0,0,0,0
France,2020-01-24,0,0,0,0
Spain,2020-01-24,0,0,0,0
Portugal,2020-01-24,0,0,0,0
Germany,2020-01-24,0,0,0,0
Denmark,2020-01-24,0,0,0,0
Netherlands,2020-01-24,0,0,0,0
Belgium,2020-01-24,0,0,0,0
Italy,2020-01-24,0,0,0,0
Austria,2020-01-24,0,0,0,0
Switzerland,2020-01-24,0,0,0,0
Sweden,2020-01-24,0,0,0,11
Norway,2020-01-24,0,0,0,0
Finland,2020-01-24,0,0,0,21
Iceland,2020-01-24,0,0,0,0
Luxembourg,2020-01-24,0,0,0,0
Poland,2020-01-24,0,0,0,0
Ukraine,2020-01-24,0,0,0,0
Belarus,2020-01-24,0,0,0,0
Slovenia,2020-01-24,0,0,0,0
Bosnia and Herzegovina,2020-01-24,0,0,0,0
Serbia,2020-01-24,0,0,0,0
Hungary,2020-01-24,0,0,0,0
Albania,2020-01-24,0,0,0,0
Romania,2020-01-24,0,0,0,0
Bulgaria,2020-01-24,0,0,0,0
Greece,2020-01-24,0,0,0,0
Slovakia,2020-01-24,0,0,0,0
Czech Republic,2020-01-24,0,0,0,0
Macedonia,2020-01-24,0,0,0,0
Montenegro,2020-01-24,0,0,0,0
Latvia,2020-01-24,0,0,0,0
Lithuania,2020-01-24,0,0,0,0
Estonia,2020-01-24,0,0,0,0
Cyprus,2020-01-24,0,0,0,0
Moldova,2020-01-24,0,0,0,0
Croatia,2020-01-24,0,0,0,0
West Europe,2020-01-24,0,0,0,32
East Europe,2020-01-24,0,0,0,0
Baltic states,2020-01-24,0,0,0,0
Scandinavia,2020-01-24,0,0,0,32
EU,2020-01-24,0,0,0,32
West EU,2020-01-24,0,0,0,32
East EU,2020-01-24,0,0,0,0
Europe,2020-01-24,0,0,0,32
Balkans,2020-01-24,0,0,0,0
Mediterranean EU,2020-01-24,0,0,0,0
Non-Med EU,2020-01-24,0,0,0,32
Ireland,2020-01-25,0,0,0,0
United Kingdom,2020-01-25,0,0,0,0
France,2020-01-25,3,0,0,0
Spain,2020-01-25,0,0,0,0
Portugal,2020-01-25,0,0,0,0
Germany,2020-01-25,0,0,0,0
Denmark,2020-01-25,0,0,0,0
Netherlands,2020-01-25,0,0,0,0
Belgium,2020-01-25,0,0,0,0
Italy,2020-01-25,0,0,0,0
Austria,2020-01-25,0,0,0,0
Switzerland,2020-01-25,0,0,0,0
Sweden,2020-01-25,0,0,0,11
Norway,2020-01-25,0,0,0,0
Finland,2020-01-25,0,0,0,21
Iceland,2020-01-25,0,0,0,0
Luxembourg,2020-01-25,0,0,0,0
Poland,2020-01-25,0,0,0,0
Ukraine,2020-01-25,0,0,0,0
Belarus,2020-01-25,0,0,0,0
Slovenia,2020-01-25,0,0,0,0
Bosnia and Herzegovina,2020-01-25,0,0,0,0
Serbia,2020-01-25,0,0,0,0
Hungary,2020-01-25,0,0,0,0
Albania,2020-01-25,0,0,0,0
Romania,2020-01-25,0,0,0,0
Bulgaria,2020-01-25,0,0,0,0
Greece,2020-01-25,0,0,0,0
Slovakia,2020-01-25,0,0,0,0
Czech Republic,2020-01-25,0,0,0,0
Macedonia,2020-01-25,0,0,0,0
Montenegro,2020-01-25,0,0,0,0
Latvia,2020-01-25,0,0,0,0
Lithuania,2020-01-25,0,0,0,0
Estonia,2020-01-25,0,0,0,0
Cyprus,2020-01-25,0,0,0,0
Moldova,2020-01-25,0,0,0,0
Croatia,2020-01-25,0,0,0,0
West Europe,2020-01-25,3,0,0,32
East Europe,2020-01-25,0,0,0,0
Baltic states,2020-01-25,0,0,0,0
Scandinavia,2020-01-25,0,0,0,32
EU,2020-01-25,3,0,0,32
West EU,2020-01-25,3,0,0,32
East EU,2020-01-25,0,0,0,0
Europe,2020-01-25,3,0,0,32
Balkans,2020-01-25,0,0,0,0
Mediterranean EU,2020-01-25,3,0,0,0
Non-Med EU,2020-01-25,0,0,0,32
Ireland,2020-01-26,0,0,0,0
United Kingdom,2020-01-26,0,0,0,0
France,2020-01-26,3,0,0,0
Spain,2020-01-26,0,0,1,9
Portugal,2020-01-26,0,0,0,0
Germany,2020-01-26,0,0,0,0
Denmark,2020-01-26,0,0,0,3
Netherlands,2020-01-26,0,0,0,0
Belgium,2020-01-26,0,0,0,0
Italy,2020-01-26,0,0,0,0
Austria,2020-01-26,0,0,0,0
Switzerland,2020-01-26,0,0,0,0
Sweden,2020-01-26,0,0,1,26
Norway,2020-01-26,0,0,0,0
Finland,2020-01-26,0,0,1,25
Iceland,2020-01-26,0,0,0,0
Luxembourg,2020-01-26,0,0,0,0
Poland,2020-01-26,0,0,0,0
Ukraine,2020-01-26,0,0,0,0
Belarus,2020-01-26,0,0,0,0
Slovenia,2020-01-26,0,0,0,2
Bosnia and Herzegovina,2020-01-26,0,0,0,0
Serbia,2020-01-26,0,0,0,0
Hungary,2020-01-26,0,0,0,0
Albania,2020-01-26,0,0,0,0
Romania,2020-01-26,0,0,0,0
Bulgaria,2020-01-26,0,0,0,0
Greece,2020-01-26,0,0,0,0
Slovakia,2020-01-26,0,0,0,13
Czech Republic,2020-01-26,0,0,0,43
Macedonia,2020-01-26,0,0,0,0
Montenegro,2020-01-26,0,0,0,0
Latvia,2020-01-26,0,0,0,0
Lithuania,2020-01-26,0,0,0,0
Estonia,2020-01-26,0,0,0,0
Cyprus,2020-01-26,0,0,0,0
Moldova,2020-01-26,0,0,0,0
Croatia,2020-01-26,0,0,0,4
West Europe,2020-01-26,3,0,3,63
East Europe,2020-01-26,0,0,0,62
Baltic states,2020-01-26,0,0,0,0
Scandinavia,2020-01-26,0,0,2,54
EU,2020-01-26,3,0,3,125
West EU,2020-01-26,3,0,3,63
East EU,2020-01-26,0,0,0,62
Europe,2020-01-26,3,0,3,125
Balkans,2020-01-26,0,0,0,4
Mediterranean EU,2020-01-26,3,0,1,15
Non-Med EU,2020-01-26,0,0,2,110
Ireland,2020-01-27,0,0,0,0
United Kingdom,2020-01-27,0,0,0,0
France,2020-01-27,3,0,0,0
Spain,2020-01-27,0,0,1,9
Portugal,2020-01-27,0,0,0,0
Germany,2020-01-27,0,0,0,0
Denmark,2020-01-27,0,0,0,3
Netherlands,2020-01-27,0,0,0,0
Belgium,2020-01-27,0,0,0,0
Italy,2020-01-27,0,0,0,0
Austria,2020-01-27,0,0,0,0
Switzerland,2020-01-27,0,0,0,0
Sweden,2020-01-27,0,0,1,26
Norway,2020-01-27,0,0,0,0
Finland,2020-01-27,0,0,1,25
Iceland,2020-01-27,0,0,0,0
Luxembourg,2020-01-27,0,0,0,0
Poland,2020-01-27,0,0,0,0
Ukraine,2020-01-27,0,0,0,0
Belarus,2020-01-27,0,0,0,0
Slovenia,2020-01-27,0,0,0,2
Bosnia and Herzegovina,2020-01-27,0,0,0,0
Serbia,2020-01-27,0,0,0,0
Hungary,2020-01-27,0,0,0,0
Albania,2020-01-27,0,0,0,0
Romania,2020-01-27,0,0,0,0
Bulgaria,2020-01-27,0,0,0,0
Greece,2020-01-27,0,0,0,0
Slovakia,2020-01-27,0,0,0,13
Czech Republic,2020-01-27,0,0,0,43
Macedonia,2020-01-27,0,0,0,0
Montenegro,2020-01-27,0,0,0,0
Latvia,2020-01-27,0,0,0,0
Lithuania,2020-01-27,0,0,0,0
Estonia,2020-01-27,0,0,0,0
Cyprus,2020-01-27,0,0,0,0
Moldova,2020-01-27,0,0,0,0
Croatia,2020-01-27,0,0,0,4
West Europe,2020-01-27,3,0,3,63
East Europe,2020-01-27,0,0,0,62
Baltic states,2020-01-27,0,0,0,0
Scandinavia,2020-01-27,0,0,2,54
EU,2020-01-27,3,0,3,125
West EU,2020-01-27,3,0,3,63
East EU,2020-01-27,0,0,0,62
Europe,2020-01-27,3,0,3,125
Balkans,2020-01-27,0,0,0,4
Mediterranean EU,2020-01-27,3,0,1,15
Non-Med EU,2020-01-27,0,0,2,110
Ireland,2020-01-28,0,0,0,0
United Kingdom,2020-01-28,0,0,0,0
France,2020-01-28,3,0,0,0
Spain,2020-01-28,0,0,1,9
Portugal,2020-01-28,0,0,0,0
Germany,2020-01-28,1,0,0,0
Denmark,2020-01-28,0,0,0,3
Netherlands,2020-01-28,0,0,0,0
Belgium,2020-01-28,0,0,0,0
Italy,2020-01-28,0,0,0,0
Austria,2020-01-28,0,0,0,0
Switzerland,2020-01-28,0,0,0,0
Sweden,2020-01-28,0,0,1,26
Norway,2020-01-28,0,0,0,0
Finland,2020-01-28,0,0,1,25
Iceland,2020-01-28,0,0,0,0
Luxembourg,2020-01-28,0,0,0,0
Poland,2020-01-28,0,0,0,0
Ukraine,2020-01-28,0,0,0,0
Belarus,2020-01-28,0,0,0,0
Slovenia,2020-01-28,0,0,0,2
Bosnia and Herzegovina,2020-01-28,0,0,0,0
Serbia,2020-01-28,0,0,0,0
Hungary,2020-01-28,0,0,0,0
Albania,2020-01-28,0,0,0,0
Romania,2020-01-28,0,0,0,0
Bulgaria,2020-01-28,0,0,0,0
Greece,2020-01-28,0,0,0,0
Slovakia,2020-01-28,0,0,0,13
Czech Republic,2020-01-28,0,0,0,43
Macedonia,2020-01-28,0,0,0,0
Montenegro,2020-01-28,0,0,0,0
Latvia,2020-01-28,0,0,0,0
Lithuania,2020-01-28,0,0,0,0
Estonia,2020-01-28,0,0,0,0
Cyprus,2020-01-28,0,0,0,0
Moldova,2020-01-28,0,0,0,0
Croatia,2020-01-28,0,0,0,4
West Europe,2020-01-28,4,0,3,63
East Europe,2020-01-28,0,0,0,62
Baltic states,2020-01-28,0,0,0,0
Scandinavia,2020-01-28,0,0,2,54
EU,2020-01-28,4,0,3,125
West EU,2020-01-28,4,0,3,63
East EU,2020-01-28,0,0,0,62
Europe,2020-01-28,4,0,3,125
Balkans,2020-01-28,0,0,0,4
Mediterranean EU,2020-01-28,3,0,1,15
Non-Med EU,2020-01-28,1,0,2,110
Ireland,2020-01-29,0,0,0,0
United Kingdom,2020-01-29,0,0,0,0
France,2020-01-29,4,0,0,0
Spain,2020-01-29,0,0,1,9
Portugal,2020-01-29,0,0,0,0
Germany,2020-01-29,4,0,0,0
Denmark,2020-01-29,0,0,0,3
Netherlands,2020-01-29,0,0,0,0
Belgium,2020-01-29,0,0,0,0
Italy,2020-01-29,0,0,0,0
Austria,2020-01-29,0,0,0,0
Switzerland,2020-01-29,0,0,0,0
Sweden,2020-01-29,0,0,1,26
Norway,2020-01-29,0,0,0,0
Finland,2020-01-29,0,0,1,25
Iceland,2020-01-29,0,0,0,0
Luxembourg,2020-01-29,0,0,0,0
Poland,2020-01-29,0,0,0,0
Ukraine,2020-01-29,0,0,0,0
Belarus,2020-01-29,0,0,0,0
Slovenia,2020-01-29,0,0,0,2
Bosnia and Herzegovina,2020-01-29,0,0,0,0
Serbia,2020-01-29,0,0,0,0
Hungary,2020-01-29,0,0,0,0
Albania,2020-01-29,0,0,0,0
Romania,2020-01-29,0,0,0,0
Bulgaria,2020-01-29,0,0,0,0
Greece,2020-01-29,0,0,0,0
Slovakia,2020-01-29,0,0,0,13
Czech Republic,2020-01-29,0,0,0,43
Macedonia,2020-01-29,0,0,0,0
Montenegro,2020-01-29,0,0,0,0
Latvia,2020-01-29,0,0,0,0
Lithuania,2020-01-29,0,0,0,0
Estonia,2020-01-29,0,0,0,0
Cyprus,2020-01-29,0,0,0,0
Moldova,2020-01-29,0,0,0,0
Croatia,2020-01-29,0,0,0,4
West Europe,2020-01-29,8,0,3,63
East Europe,2020-01-29,0,0,0,62
Baltic states,2020-01-29,0,0,0,0
Scandinavia,2020-01-29,0,0,2,54
EU,2020-01-29,8,0,3,125
West EU,2020-01-29,8,0,3,63
East EU,2020-01-29,0,0,0,62
Europe,2020-01-29,8,0,3,125
Balkans,2020-01-29,0,0,0,4
Mediterranean EU,2020-01-29,4,0,1,15
Non-Med EU,2020-01-29,4,0,2,110
Ireland,2020-01-30,0,0,0,0
United Kingdom,2020-01-30,0,0,0,0
France,2020-01-30,5,0,0,0
Spain,2020-01-30,0,0,1,9
Portugal,2020-01-30,0,0,0,0
Germany,2020-01-30,4,0,0,0
Denmark,2020-01-30,0,0,0,3
Netherlands,2020-01-30,0,0,0,0
Belgium,2020-01-30,0,0,0,0
Italy,2020-01-30,0,0,0,0
Austria,2020-01-30,0,0,0,0
Switzerland,2020-01-30,0,0,0,0
Sweden,2020-01-30,0,0,1,26
Norway,2020-01-30,0,0,0,0
Finland,2020-01-30,1,0,1,25
Iceland,2020-01-30,0,0,0,0
Luxembourg,2020-01-30,0,0,0,0
Poland,2020-01-30,0,0,0,0
Ukraine,2020-01-30,0,0,0,0
Belarus,2020-01-30,0,0,0,0
Slovenia,2020-01-30,0,0,0,2
Bosnia and Herzegovina,2020-01-30,0,0,0,0
Serbia,2020-01-30,0,0,0,0
Hungary,2020-01-30,0,0,0,0
Albania,2020-01-30,0,0,0,0
Romania,2020-01-30,0,0,0,0
Bulgaria,2020-01-30,0,0,0,0
Greece,2020-01-30,0,0,0,0
Slovakia,2020-01-30,0,0,0,13
Czech Republic,2020-01-30,0,0,0,43
Macedonia,2020-01-30,0,0,0,0
Montenegro,2020-01-30,0,0,0,0
Latvia,2020-01-30,0,0,0,0
Lithuania,2020-01-30,0,0,0,0
Estonia,2020-01-30,0,0,0,0
Cyprus,2020-01-30,0,0,0,0
Moldova,2020-01-30,0,0,0,0
Croatia,2020-01-30,0,0,0,4
West Europe,2020-01-30,10,0,3,63
East Europe,2020-01-30,0,0,0,62
Baltic states,2020-01-30,0,0,0,0
Scandinavia,2020-01-30,1,0,2,54
EU,2020-01-30,10,0,3,125
West EU,2020-01-30,10,0,3,63
East EU,2020-01-30,0,0,0,62
Europe,2020-01-30,10,0,3,125
Balkans,2020-01-30,0,0,0,4
Mediterranean EU,2020-01-30,5,0,1,15
Non-Med EU,2020-01-30,5,0,2,110
Ireland,2020-01-31,0,0,0,0
United Kingdom,2020-01-31,0,0,0,0
France,2020-01-31,6,0,0,0
Spain,2020-01-31,0,0,1,9
Portugal,2020-01-31,0,0,0,0
Germany,2020-01-31,5,0,0,0
Denmark,2020-01-31,0,0,0,3
Netherlands,2020-01-31,0,0,0,0
Belgium,2020-01-31,0,0,0,0
Italy,2020-01-31,3,0,0,0
Austria,2020-01-31,0,0,0,0
Switzerland,2020-01-31,0,0,0,0
Sweden,2020-01-31,0,0,1,26
Norway,2020-01-31,0,0,0,0
Finland,2020-01-31,1,0,1,25
Iceland,2020-01-31,0,0,0,0
Luxembourg,2020-01-31,0,0,0,0
Poland,2020-01-31,0,0,0,0
Ukraine,2020-01-31,0,0,0,0
Belarus,2020-01-31,0,0,0,0
Slovenia,2020-01-31,0,0,0,2
Bosnia and Herzegovina,2020-01-31,0,0,0,0
Serbia,2020-01-31,0,0,0,0
Hungary,2020-01-31,0,0,0,0
Albania,2020-01-31,0,0,0,0
Romania,2020-01-31,0,0,0,0
Bulgaria,2020-01-31,0,0,0,0
Greece,2020-01-31,0,0,0,0
Slovakia,2020-01-31,0,0,0,13
Czech Republic,2020-01-31,0,0,0,43
Macedonia,2020-01-31,0,0,0,0
Montenegro,2020-01-31,0,0,0,0
Latvia,2020-01-31,0,0,0,0
Lithuania,2020-01-31,0,0,0,0
Estonia,2020-01-31,0,0,0,0
Cyprus,2020-01-31,0,0,0,0
Moldova,2020-01-31,0,0,0,0
Croatia,2020-01-31,0,0,0,4
West Europe,2020-01-31,15,0,3,63
East Europe,2020-01-31,0,0,0,62
Baltic states,2020-01-31,0,0,0,0
Scandinavia,2020-01-31,1,0,2,54
EU,2020-01-31,15,0,3,125
West EU,2020-01-31,15,0,3,63
East EU,2020-01-31,0,0,0,62
Europe,2020-01-31,15,0,3,125
Balkans,2020-01-31,0,0,0,4
Mediterranean EU,2020-01-31,9,0,1,15
Non-Med EU,2020-01-31,6,0,2,110
Ireland,2020-02-01,0,0,0,0
United Kingdom,2020-02-01,2,0,0,0
France,2020-02-01,6,0,0,0
Spain,2020-02-01,1,0,1,9
Portugal,2020-02-01,0,0,0,0
Germany,2020-02-01,7,0,0,0
Denmark,2020-02-01,0,0,0,3
Netherlands,2020-02-01,0,0,0,0
Belgium,2020-02-01,0,0,0,0
Italy,2020-02-01,3,0,0,0
Austria,2020-02-01,0,0,0,0
Switzerland,2020-02-01,0,0,0,0
Sweden,2020-02-01,1,0,1,26
Norway,2020-02-01,0,0,0,0
Finland,2020-02-01,1,0,1,25
Iceland,2020-02-01,0,0,0,0
Luxembourg,2020-02-01,0,0,0,0
Poland,2020-02-01,0,0,0,0
Ukraine,2020-02-01,0,0,0,0
Belarus,2020-02-01,0,0,0,0
Slovenia,2020-02-01,0,0,0,2
Bosnia and Herzegovina,2020-02-01,0,0,0,0
Serbia,2020-02-01,0,0,0,0
Hungary,2020-02-01,0,0,0,0
Albania,2020-02-01,0,0,0,0
Romania,2020-02-01,0,0,0,0
Bulgaria,2020-02-01,0,0,0,0
Greece,2020-02-01,0,0,0,0
Slovakia,2020-02-01,0,0,0,13
Czech Republic,2020-02-01,0,0,0,43
Macedonia,2020-02-01,0,0,0,0
Montenegro,2020-02-01,0,0,0,0
Latvia,2020-02-01,0,0,0,0
Lithuania,2020-02-01,0,0,0,0
Estonia,2020-02-01,0,0,0,0
Cyprus,2020-02-01,0,0,0,0
Moldova,2020-02-01,0,0,0,0
Croatia,2020-02-01,0,0,0,4
West Europe,2020-02-01,21,0,3,63
East Europe,2020-02-01,0,0,0,62
Baltic states,2020-02-01,0,0,0,0
Scandinavia,2020-02-01,2,0,2,54
EU,2020-02-01,19,0,3,125
West EU,2020-02-01,19,0,3,63
East EU,2020-02-01,0,0,0,62
Europe,2020-02-01,21,0,3,125
Balkans,2020-02-01,0,0,0,4
Mediterranean EU,2020-02-01,10,0,1,15
Non-Med EU,2020-02-01,9,0,2,110
Ireland,2020-02-02,0,0,0,69
United Kingdom,2020-02-02,2,0,0,0
France,2020-02-02,6,0,0,0
Spain,2020-02-02,1,0,0,21
Portugal,2020-02-02,0,0,0,0
Germany,2020-02-02,8,0,0,0
Denmark,2020-02-02,0,0,0,4
Netherlands,2020-02-02,0,0,0,0
Belgium,2020-02-02,0,0,0,0
Italy,2020-02-02,3,0,0,0
Austria,2020-02-02,0,0,0,0
Switzerland,2020-02-02,0,0,0,0
Sweden,2020-02-02,1,0,0,78
Norway,2020-02-02,0,0,0,0
Finland,2020-02-02,1,0,0,41
Iceland,2020-02-02,0,0,0,0
Luxembourg,2020-02-02,0,0,0,0
Poland,2020-02-02,0,0,0,0
Ukraine,2020-02-02,0,0,0,0
Belarus,2020-02-02,0,0,0,0
Slovenia,2020-02-02,0,0,0,6
Bosnia and Herzegovina,2020-02-02,0,0,0,0
Serbia,2020-02-02,0,0,0,0
Hungary,2020-02-02,0,0,0,0
Albania,2020-02-02,0,0,0,0
Romania,2020-02-02,0,0,0,0
Bulgaria,2020-02-02,0,0,0,0
Greece,2020-02-02,0,0,0,0
Slovakia,2020-02-02,0,0,0,18
Czech Republic,2020-02-02,0,0,0,21
Macedonia,2020-02-02,0,0,0,0
Montenegro,2020-02-02,0,0,0,0
Latvia,2020-02-02,0,0,0,0
Lithuania,2020-02-02,0,0,0,0
Estonia,2020-02-02,0,0,0,2
Cyprus,2020-02-02,0,0,0,0
Moldova,2020-02-02,0,0,0,0
Croatia,2020-02-02,0,0,0,7
West Europe,2020-02-02,22,0,0,213
East Europe,2020-02-02,0,0,0,54
Baltic states,2020-02-02,0,0,0,2
Scandinavia,2020-02-02,2,0,0,123
EU,2020-02-02,20,0,0,267
West EU,2020-02-02,20,0,0,213
East EU,2020-02-02,0,0,0,54
Europe,2020-02-02,22,0,0,267
Balkans,2020-02-02,0,0,0,7
Mediterranean EU,2020-02-02,10,0,0,34
Non-Med EU,2020-02-02,10,0,0,233
Ireland,2020-02-03,0,0,0,69
United Kingdom,2020-02-03,2,0,0,0
France,2020-02-03,6,0,0,0
Spain,2020-02-03,1,0,0,21
Portugal,2020-02-03,0,0,0,0
Germany,2020-02-03,9,0,0,0
Denmark,2020-02-03,0,0,0,4
Netherlands,2020-02-03,0,0,0,0
Belgium,2020-02-03,0,0,0,0
Italy,2020-02-03,3,0,0,0
Austria,2020-02-03,0,0,0,0
Switzerland,2020-02-03,0,0,0,0
Sweden,2020-02-03,1,0,0,78
Norway,2020-02-03,0,0,0,0
Finland,2020-02-03,1,0,0,41
Iceland,2020-02-03,0,0,0,0
Luxembourg,2020-02-03,0,0,0,0
Poland,2020-02-03,0,0,0,0
Ukraine,2020-02-03,0,0,0,0
Belarus,2020-02-03,0,0,0,0
Slovenia,2020-02-03,0,0,0,6
Bosnia and Herzegovina,2020-02-03,0,0,0,0
Serbia,2020-02-03,0,0,0,0
Hungary,2020-02-03,0,0,0,0
Albania,2020-02-03,0,0,0,0
Romania,2020-02-03,0,0,0,0
Bulgaria,2020-02-03,0,0,0,0
Greece,2020-02-03,0,0,0,0
Slovakia,2020-02-03,0,0,0,18
Czech Republic,2020-02-03,0,0,0,21
Macedonia,2020-02-03,0,0,0,0
Montenegro,2020-02-03,0,0,0,0
Latvia,2020-02-03,0,0,0,0
Lithuania,2020-02-03,0,0,0,0
Estonia,2020-02-03,0,0,0,2
Cyprus,2020-02-03,0,0,0,0
Moldova,2020-02-03,0,0,0,0
Croatia,2020-02-03,0,0,0,7
West Europe,2020-02-03,23,0,0,213
East Europe,2020-02-03,0,0,0,54
Baltic states,2020-02-03,0,0,0,2
Scandinavia,2020-02-03,2,0,0,123
EU,2020-02-03,21,0,0,267
West EU,2020-02-03,21,0,0,213
East EU,2020-02-03,0,0,0,54
Europe,2020-02-03,23,0,0,267
Balkans,2020-02-03,0,0,0,7
Mediterranean EU,2020-02-03,10,0,0,34
Non-Med EU,2020-02-03,11,0,0,233
